Order,Symbol,Name,EPS Rating,RS Rating,Industry Name,ROE,P/E,EPS Due Date,Sales % Chg Lst Qtr,EPS % Chg Last Qtr,EPS % Chg 1 Q Ago,EPS % Chg 2 Q Ago,Funds % Increase,Market Cap (mil),Comp Rating,A/D Rating,SMR Rating,Ind Group Rank,Ind Group RS
1555,KURA,Kura Oncology,11,54,Medical-Biomed/Biotech,-37.3,-,11/7/2024,-,-,-,-,-2.2,1342.6,35,D,-,34,A-
1556,KVUE,Kenvue,51,70,Cosmetics/Personal Care,12,19,11/7/2024,0,7,-15,11,2.4,44489.3,61,A-,B,173,D-
1557,KVYO,Klaviyo,73,95,Computer Sftwr-Enterprse,20.3,85,11/6/2024,35,50,18,-,10.2,10450.9,98,A-,A,33,A-
1558,KW,Kennedy-Wilson Holdings,27,59,Real Estate Dvlpmt/Ops,-6.1,-,11/6/2024,-10,-,1175,-,-1,1525.3,46,D,E,19,A
1559,KXIN,Kaixin Holdings,2,3,Retail/Whlsle-Automobile,-136.1,-,-,-74,-,-,-,0,3.5,2,D+,E,57,B+
1560,KYMR,Kymera Therapeutics,31,95,Medical-Biomed/Biotech,-33.2,-,2/20/2025,-21,-,-,-,1.7,2945,69,B-,D,34,A-
1561,KYN,Kayne Anderson Engy Infr,0,86,Finance-Publ Inv Fd-Eqt,-,-,1/27/2025,-,22,22,6,13.3,2017.7,-,B+,-,120,C
1562,KYTX,Kyverna Therapeutics,1,2,Medical-Biomed/Biotech,-,-,11/27/2024,-,-,-,-,17.5,219.6,9,C-,E,34,A-
1563,L,Loews Corp,93,51,Insurance-Diversified,10,10,2/10/2025,14,37,12,24,-1.4,17207.9,77,C-,B,90,B-
1564,LAAC,Lithium Amer Argentina,3,35,Mining-Metal Ores,12,-,3/14/2025,-,-80,-90,-,-8.7,585,20,A-,-,132,C-
1565,LAB,Standard BioTools,54,62,Medical-Systems/Equip,-,-,2/12/2025,77,-,-,-,21.7,783.1,65,A-,D,46,A-
1566,LAC,Lithium Americas,4,82,Mining-Metal Ores,13.3,-,11/27/2024,-,-,-,-70,0,666.8,40,A,-,132,C-
1567,LAD,Lithia Motors,61,86,Retail/Whlsle-Automobile,17.8,12,2/12/2025,11,-11,-28,-28,0,9340.8,84,B+,B,57,B+
1568,LADR,Ladder Capital Cl A,76,41,Finance-Mortgage REIT,10.9,9,2/6/2025,-11,-3,-6,-13,0,1447.4,55,B-,C,149,D+
1569,LAMR,Lamar Advertising Cl A,69,82,Comml Svcs-Advertising,41.1,27,11/8/2024,4,5,3,125,3.6,13529.3,81,B,A,101,C+
1570,LASE,Laser Photonics,5,99,Machinery-Gen Industrial,-27.7,-,11/6/2024,-36,-,-,-,14.3,61.4,37,B-,D,84,B-
1571,LASR,nLIGHT,2,65,Electronic-Parts,-5.2,-,11/7/2024,-5,-,-,-,0.8,598.7,35,C,E,64,B+
1572,LAUR,Laureate Education,82,86,Consumer Svcs-Education,13.6,11,2/20/2025,2,143,137,-,1,2659.6,91,B+,B,109,C+
1573,LAZ,Lazard,79,91,Finance-Invest Bnk/Bkrs,15.3,24,1/30/2025,49,280,117,-,9.9,5996.9,98,B,B,10,A+
1574,LB,LandBridge,27,99,Oil&Gas-U S Expl&Prod,35,-,11/6/2024,19,-,-,0,92.6,4430,78,A-,B,134,C-
1575,LBGJ,Li Bang International,4,49,Hsehold-Appliances/Wares,11.2,-,-,-54,-,-,-,-,80.3,26,C+,D,122,C
1576,LBPH,Longboard Pharm,34,99,Medical-Biomed/Biotech,-106.3,-,11/6/2024,-,-,-,-,6.2,2320.3,78,B+,-,34,A-
1577,LBRDK,Liberty Broadband Cl C,89,93,Media-Diversified,7.9,17,11/7/2024,0,-20,260,11,-7.7,13643.8,95,A-,B,55,B+
1578,LBRT,Liberty Energy,10,15,Oil&Gas-Field Services,33.4,8,1/23/2025,-6,-48,-30,-47,-1,2853.2,10,D,B,163,D
1579,LBTYA,Liberty Global Cl A,27,72,Telecom Svcs-Cable/Satl,-19.5,-,2/13/2025,4,-,-,-,-3.5,7290.3,58,B-,D,51,B+
1580,LBTYK,Liberty Global Cl C,27,67,Telecom Svcs-Cable/Satl,-19.5,-,2/13/2025,4,-,-,-,-2.8,7497.7,50,C+,E,51,B+
1581,LC,LendingClub,73,96,Financial Svcs-Specialty,3.2,30,2/25/2025,11,160,44,-15,2.3,1573.6,94,A,D,13,A+
1582,LCID,Lucid Group,36,7,Auto Manufacturers,-58.2,-,11/7/2024,33,-,-,-,-7.5,6908.1,7,E,E,143,D+
1583,LDI,loanDepot,47,51,Finance-Mrtg&Rel Svc,-37.4,-,2/13/2025,18,-,-,-,-2,699.1,32,C-,D,133,C-
1584,LDOS,Leidos Holdings,95,94,Comml Svcs-Consulting,23.7,19,2/25/2025,7,44,46,56,1.8,25361.6,93,B,B,92,B-
1585,LEA,Lear Corp,57,11,Auto/Truck-Original Eqp,14.8,8,2/11/2025,-3,1,8,14,-6.9,5211.8,24,D+,C,151,D+
1586,LECO,Lincoln Electric,71,35,Machinery-Tools & Rel,46.8,22,2/13/2025,-5,-11,-4,5,-6.9,11498.9,54,D+,B,75,B
1587,LEG,Leggett & Platt,25,11,Hsehold/Office Furniture,12.7,11,2/10/2025,-6,-11,-24,-41,-1.5,1665,11,B-,C,114,C
1588,LEGN,Legend Biotech ADR,59,11,Medical-Biomed/Biotech,-51.9,-,11/12/2024,154,-,-,-,1,8147.7,43,C-,D,34,A-
1589,LEN,Lennar Cl A,86,74,Bldg-Resident/Comml,15.9,12,12/11/2024,8,0,17,21,-0.8,48086.1,80,D-,B,45,A-
1590,LESL,Leslie's,15,9,Retail-Leisure Products,-,28,11/27/2024,-7,-17,-,-,-8.2,569.5,1,B-,-,162,D
1591,LEU,Centrus Energy,34,97,Energy-Alternative/Other,-,16,3/27/2025,12,-,128,-,-1.8,1241.7,62,B,-,4,A+
1592,LEVI,Levi Strauss,92,23,Apparel-Clothing Mfg,22.3,14,1/22/2025,0,18,300,-24,-4.5,6696.8,43,D,B,127,C-
1593,LFCR,Lifecore Biomedical,25,26,Medical-Ethical Drugs,263.4,205,1/2/2025,1,-,-,-,14.1,189.6,33,B-,B,73,B
1594,LFMD,LifeMD,30,6,Medical-Products,-,15,11/7/2024,41,20,-83,650,32.2,192.1,21,C-,C,68,B
1595,LFST,LifeStance Health Group,46,70,Medical-Hospitals,-12.6,-,11/7/2024,20,-,-,-,3.5,2624.8,57,C,D,78,B
1596,LGFA,Lions Gate Ent Cl A,78,13,Leisure-Movies & Related,70.9,10,11/7/2024,-8,-,29,-10,-4.2,1921.9,52,C,B,35,A-
1597,LGFB,Lions Gate Ent Cl B,78,11,Leisure-Movies & Related,70.9,8,11/7/2024,-8,-,29,-10,-4.2,1577.3,47,D,B,35,A-
1598,LGVN,Longeveron,40,7,Medical-Biomed/Biotech,-157.2,-,11/12/2024,114,-,-,-,0,32.3,31,A-,E,34,A-
1599,LH,Labcorp Holdings,54,49,Medical-Services,13.2,16,2/6/2025,7,4,15,6,-0.1,19162.5,54,B-,B,140,C-
1600,LHX,L3Harris Technologies,71,78,Aerospace/Defense,12.6,19,1/23/2025,8,5,9,7,-0.5,47597.2,85,B,B,43,A-
1601,LI,Li Auto ADR,30,35,Auto Manufacturers,22.6,17,2/21/2025,29,16,-44,-15,0.9,27236.8,41,B+,A,143,D+
1602,LICN,Lichen China,94,92,Comml Svcs-Consulting,16.3,7,-,35,63,63,-70,0,55.9,93,B,A,92,B-
1603,LICY,Li-Cycle Holdings,28,21,Pollution Control,-8.1,-,11/11/2024,133,-,-,640,-37.8,85.5,24,B+,D,108,C+
1604,LIF,Life360,12,95,Computer Sftwr-Desktop,-11.5,-,11/12/2024,20,-,-,-,48,3310.1,53,B-,D,175,D-
1605,LII,Lennox International,93,89,Bldg-A/C & Heating Prds,1558.4,30,2/4/2025,10,24,11,23,0.6,22286.5,94,B-,A,48,A-
1606,LILA,Liberty Lat America Cl A,22,84,Telecom Svcs- Foreign,-4,-,11/6/2024,0,-,-,-,0,1963,45,D+,D,104,C+
1607,LILAK,Liberty Lat America Cl C,22,82,Telecom Svcs- Foreign,-4,-,11/6/2024,0,-,-,-,2.1,1939.4,45,D+,D,104,C+
1608,LIN,Linde,89,51,Chemicals-Specialty,17.5,30,2/11/2025,2,9,8,10,-0.1,216599.1,70,D-,A,79,B
1609,LIND,Lindblad Expeditions,12,94,Leisure-Services,-,-,3/4/2025,17,350,-,-,2.8,636.1,84,B,-,32,A
1610,LINE,Lineage,4,16,Finance-Property REIT,-0.6,-,11/6/2024,-1,-,-,-,-,16662.2,23,B,D,67,B
1611,LITE,Lumentum Holdings,8,94,Telecom-Fiber Optics,5.9,65,11/7/2024,-17,-90,-61,-79,3.8,4500.2,66,B,D,6,A+
1612,LIVN,LivaNova,88,31,Medical-Products,12.2,14,2/19/2025,11,23,19,70,-4.2,2698.2,64,D+,B,68,B
1613,LKNCY,Luckin Coffee ADR,44,57,Retail-Restaurants,47.2,20,3/20/2025,47,29,-9,-,6.7,7681.2,-,B+,-,74,B
1614,LKQ,LKQ,64,16,Retail/Whlsle-Auto Parts,17.7,11,2/20/2025,0,2,-10,-21,-5.8,9790.1,28,E,A,150,D+
1615,LLY,Eli Lilly,94,62,Medical-Diversified,53.3,79,1/30/2025,20,1080,86,59,1.1,765204.8,82,D,A,160,D
1616,LLYVK,Liberty Live C,1,95,Media-Diversified,-,-,11/27/2024,,-,-,-,0.3,0,49,C+,-,55,B+
1617,LMND,Lemonade,19,95,Insurance-Prop/Cas/Titl,-30.1,-,3/4/2025,19,-,-,-,1.7,1779.2,70,A-,D,82,B-
1618,LMT,Lockheed Martin,67,70,Aerospace/Defense,86.8,19,1/28/2025,1,1,6,-2,2,129598.9,69,E,A,43,A-
1619,LNC,Lincoln National,52,80,Insurance-Life,16.5,5,2/6/2025,-2,610,-7,-20,0.7,5583.8,67,B-,C,115,C
1620,LNG,Cheniere Energy,11,72,Oil&Gas-Transprt/Pipelne,945.1,12,2/20/2025,-10,-44,-32,-90,-0.1,43208.2,53,C+,B,66,B
1621,LNSTY,London Stock Exchange ADR,47,83,Financial Svcs-Specialty,7.3,34,2/28/2025,4,8,8,13,0,82029.3,-,C-,-,13,A+
1622,LNT,Alliant Energy,66,65,Utility-Diversified,10.9,21,2/20/2025,0,10,-11,-5,-1.1,14907.7,57,D,C,118,C
1623,LNTH,Lantheus Holdings,94,94,Medical-Products,69.3,17,11/6/2024,23,17,15,28,11.5,7981.7,96,B-,A,68,B
1624,LNW,Light & Wonder,76,46,Leisure-Gaming/Equip,44.1,19,11/12/2024,12,38,52,883,-3.7,8499.8,66,C-,A,126,C
1625,LOAR,Loar Holdings,81,95,Aerospace/Defense,-1.1,438,11/27/2024,31,1200,-,-,-8.4,7468.7,91,C+,C,43,A-
1626,LOCO,El Pollo Loco Holdings,71,80,Retail-Restaurants,9.2,14,3/6/2025,0,11,13,57,0.4,360.9,61,E,C,74,B
1627,LOGC,ContextLogic,48,86,Retail-Internet,-83.6,-,11/6/2024,-91,-,-,-,-25,162.6,72,A+,E,61,B+
1628,LOGI,Logitech International,84,31,Computer-Hardware/Perip,30,17,1/27/2025,6,10,74,98,-2.2,12676.6,45,E,A,169,D-
1629,LOMA,Loma Negra ADR,15,93,Bldg-Cement/Concrt/Ag,11.8,12,11/6/2024,-80,-13,-39,-,-2.6,1116.8,76,A+,D,65,B
1630,LOVE,Lovesac,2,89,Retail-Home Furnishings,11.6,59,12/4/2024,1,-,-,13,-0.4,465.3,51,A-,C,131,C-
1631,LOW,Lowe's,65,80,Retail/Whlsle-Bldg Prds,-,22,11/19/2024,-5,-10,-17,-22,0.2,152704.2,53,C-,-,119,C
1632,LPG,Dorian LPG,64,8,Oil&Gas-Transprt/Pipelne,32.4,4,1/30/2025,-43,-81,4,-2,-1.9,1170.3,26,E,B,66,B
1633,LPLA,LPL Financial Holdings,85,84,Finance-Invest Bnk/Bkrs,57.6,18,1/30/2025,23,11,-2,-6,-5.4,20620.1,98,B,A,10,A+
1634,LPRO,Open Lending Cl A,6,54,Finance-Commercial Loans,10.6,159,11/7/2024,-30,-78,-60,-,-7.5,758.4,33,B,D,53,B+
1635,LPTX,Leap Therapeutics,46,94,Medical-Biomed/Biotech,-87.1,-,11/14/2024,-,-,-,-,2.6,135.8,74,A-,-,34,A-
1636,LPX,Louisiana-Pacific,99,93,Bldg-Wood Prds,15.5,19,2/25/2025,-1,-25,280,359,4.7,7624.8,91,B+,B,107,C+
1637,LQDA,Liquidia,7,31,Medical-Biomed/Biotech,-110.7,-,11/11/2024,-24,-,-,-,-1.7,876.1,23,B-,E,34,A-
1638,LRCX,Lam Research,95,25,Elec-Semiconductor Equip,47.7,24,1/22/2025,20,25,35,11,-2.6,98302.7,47,D-,A,189,E
1639,LRLCY,L'Oreal ADR,75,14,Cosmetics/Personal Care,23.1,29,2/6/2025,6,3,3,18,-14.3,213611.4,-,E,-,173,D-
1640,LRMR,Larimar Therapeutics,8,86,Medical-Generic Drugs,-38.4,-,3/12/2025,-,-,-,-,-2.4,469.6,32,C,-,136,C-
1641,LRN,Stride,99,93,Consumer Svcs-Education,19.2,17,1/28/2025,15,755,41,23,2.6,4131.2,98,B-,A,109,C+
1642,LSCC,Lattice Semiconductor,58,22,Elec-Semicondctor Fablss,47.6,42,2/18/2025,-34,-55,-56,-43,-22.1,7051.2,34,D+,B,76,B
1643,LSEA,Landsea Homes,75,62,Bldg-Resident/Comml,7.3,9,3/6/2025,22,47,9,-67,1.4,417.2,85,B,B,45,A-
1644,LSPD,Lightspeed Commerce,81,59,Comp Sftwr-Spec Enterprs,1,55,11/7/2024,27,-,-,700,1.6,2384.6,78,B,C,86,B-
1645,LSTR,Landstar System,41,25,Transportation-Truck,28.3,31,1/29/2025,-6,-18,-20,-39,1.1,6386.4,33,C-,C,97,C+
1646,LTBR,Lightbridge,10,99,Energy-Alternative/Other,-27.3,-,3/19/2025,-,-,-,-,-5.6,118.4,60,A-,-,4,A+
1647,LTC,LTC Properties,67,70,Finance-Property REIT,12.4,-,2/13/2025,13,5,-2,5,-0.2,1717.2,83,B,A,67,B
1648,LTH,Life Time Group Holdings,78,90,Leisure-Services,5.7,27,3/6/2025,18,100,32,36,18.5,4762.4,90,C-,B,32,A
1649,LTRX,Lantronix,98,18,Computer-Networking,19.4,9,11/7/2024,41,150,83,100,-1.1,142.5,72,B-,A,25,A
1650,LU,Lufax Holding ADR,4,89,Financial Svcs-Specialty,0.9,-,3/11/2025,-28,-,-,-,-7.6,1507.4,46,B-,E,13,A+
1651,LUCY,Innovative Eyewear,36,96,Retail-Specialty,-139.1,-,11/27/2024,82,-,-,-,66.7,12.9,73,A,D,18,A
1652,LULU,lululemon athletica,95,38,Retail-Apparel/Shoes/Acc,44,24,12/5/2024,7,18,11,20,-5,37560.6,72,B+,A,110,C+
1653,LUMN,Lumen Technologies,4,99,Telecom Svcs-Integrated,3.6,-,2/11/2025,-12,-,-,-,9.9,7737.9,66,A-,E,27,A
1654,LUNG,Pulmonx,30,16,Medical-Products,-44.7,-,2/19/2025,15,-,-,-,2.6,278.4,29,B,D,68,B
1655,LUNR,Intuitive Machines Cl A,3,98,Aerospace/Defense,-,-,11/14/2024,130,-81,-,136,50.9,995,51,A-,-,43,A-
1656,LUV,Southwest Airlines,8,78,Transportation-Airline,10.1,41,1/23/2025,5,-61,-51,-,-1.8,18369.9,57,B,C,29,A
1657,LVMUY,LVMH ADR,64,15,Apparel-Clothing Mfg,26.3,22,1/23/2025,-3,-16,-16,-8,3.6,328843.1,-,C,-,127,C-
1658,LVS,Las Vegas Sands,31,70,Leisure-Gaming/Equip,35.6,22,1/22/2025,-4,-20,20,161,-3.8,36497.8,59,B,B,126,C
1659,LW,Lamb Weston Holdings,41,49,Food-Packaged,46.3,19,1/2/2025,-1,-55,-36,-18,-4.2,11289.4,41,B-,B,144,D+
1660,LWLG,Lightwave Logic,24,19,Elec-Contract Mfg,-65.8,-,11/12/2024,-,-,-,-,0,409.2,26,C+,E,56,B+
1661,LX,LexinFintech ADR,18,98,Finance-Consumer Loans,15.9,4,11/19/2024,19,-30,-34,-23,-5.6,597.2,71,A,B,81,B-
1662,LXEO,Lexeo Therapeutics,11,6,Medical-Biomed/Biotech,-22855.4,-,12/9/2024,-,-,-,-,-0.9,265.5,12,D,E,34,A-
1663,LXP,LXP Industrial Trust,36,41,Finance-Property REIT,1.3,-,11/6/2024,-1,-11,-6,0,0.2,2734.4,40,C+,C,67,B
1664,LXU,LSB Industries,4,51,Chemicals-Agricultural,4.8,-,2/19/2025,-4,-,-48,-68,-0.4,613.1,24,C,D,141,D+
1665,LYB,LyondellBasell Inds,31,16,Chemicals-Basic,22.3,12,1/31/2025,-3,-24,-8,-39,-1.8,27752.8,14,E,C,176,D-
1666,LYFT,Lyft,79,67,Leisure-Services,53.9,17,11/6/2024,41,50,114,-,-2.5,5660.2,85,B-,A,32,A
1667,LYG,Lloyds Banking Group ADR,79,77,Banks-Money Center,11.8,0,2/20/2025,8,4,6,-25,-1.8,47942.6,69,E,B,98,C+
1668,LYV,Live Nation Ent,12,87,Leisure-Services,-,111,11/12/2024,7,1,-,-,-3.4,27301.1,56,B,-,32,A
1669,LZ,LegalZoom.com,89,19,Internet-Content,51.7,17,11/6/2024,5,0,29,30,-7.8,1327.6,58,C,A,60,B+
1670,LZB,La-Z-Boy,64,57,Retail-Home Furnishings,13.3,13,11/27/2024,3,0,-4,-26,0.9,1654.3,55,B-,C,131,C-
1671,M,Macy's,86,22,Retail-Department Stores,23.7,4,11/14/2024,-3,104,-52,30,-1.2,4249.4,39,B,C,186,E
1672,MA,Mastercard,93,72,Finance-CrdtCard/PmtPr,175.5,36,1/29/2025,13,15,24,18,-0.6,464018.6,92,B,A,69,B
1673,MAA,Mid-Amer Apt Communities,65,72,Finance-Property REIT,9.1,-,1/29/2025,2,-3,-4,-4,-0.2,18119.3,66,D,B,67,B
1674,MAC,Macerich,33,90,Finance-Property REIT,-10.3,-,11/6/2024,1,-3,-21,6,2,4090.9,64,B+,E,67,B
1675,MAG,MAG Silver,97,93,Mining-Gold/Silver/Gems,10.7,169,3/26/2025,-,11,180,-,1.3,1707.1,98,B+,-,14,A+
1676,MAIN,Main Street Capital,69,57,Finance-Investment Mgmt,14.8,12,11/7/2024,4,-5,3,9,8.5,4414.6,79,D+,A,36,A-
1677,MAMA,Mama's Creations,8,91,Food-Meat Products,40.9,57,12/10/2024,14,-40,-75,-20,32.7,276.6,60,C-,B,44,A-
1678,MAN,ManpowerGroup,31,15,Comml Svcs-Staffing,13,13,2/4/2025,-3,-7,-18,-42,0.9,3008.6,15,D,D,152,D+
1679,MANH,Manhattan Associates,98,72,Computer Sftwr-Enterprse,92.7,58,2/4/2025,12,29,34,29,0,16317.5,95,C-,A,33,A-
1680,MANU,Manchester United Cl A,2,23,Leisure-Services,-45,-,11/27/2024,-16,-,-,-,-9.1,2817.5,28,B-,D,32,A
1681,MAR,Marriott International,90,77,Leisure-Lodging,-,25,2/18/2025,6,7,11,2,-2.1,73100,84,D,A,93,B-
1682,MARA,MARA Holdings,22,54,Financial Svcs-Specialty,25.7,14,11/12/2024,78,-,75,-,-1.5,4782.3,58,A-,B,13,A+
1683,MAS,Masco Corp,75,81,Bldg-Constr Prds/Misc,-,20,2/6/2025,0,8,1,8,-1.2,17643.9,57,D-,-,105,C+
1684,MASI,Masimo,71,91,Medical-Systems/Equip,15.2,39,3/4/2025,5,31,13,-25,0.5,8062.4,89,A,C,46,A-
1685,MAT,Mattel,90,54,Leisure-Toys/Games/Hobby,20.9,13,2/5/2025,-4,6,90,-,0,6808.7,81,B,B,40,A-
1686,MATV,Mativ Holdings,25,70,Paper & Paper Products,4.5,20,11/6/2024,-1,6,-82,-53,2,875.2,39,C,D,89,B-
1687,MATX,Matson,98,92,Transportation-Ship,12.7,13,2/25/2025,16,73,46,11,2.5,5346.8,98,A-,B,112,C+
1688,MAX,MediaAlpha,81,12,Comml Svcs-Advertising,-,68,2/20/2025,247,-,-,-,-2.4,770.4,32,D-,-,101,C+
1689,MAXN,Maxeon Solar Technologies,37,1,Energy-Solar,-1334.8,-,11/13/2024,-47,-,-,-,-33.1,160.5,3,B+,E,161,D
1690,MBC,MasterBrand,74,84,Hsehold-Appliances/Wares,18.4,12,3/11/2025,6,-18,2,3,4.3,2334.3,73,B-,C,122,C
1691,MBI,MBIA Inc,1,19,Insurance-Prop/Cas/Titl,-,-,11/7/2024,-,-,-,-,-5.6,203.6,8,D-,-,82,B-
1692,MBLY,Mobileye Global,48,7,Elec-Semicondctor Fablss,4.4,38,1/23/2025,-8,-55,-47,-,-14.9,1516.1,20,B-,C,76,B
1693,MBUU,Malibu Boats Cl A,11,74,Leisure-Products,7.2,49,2/11/2025,-33,-93,-,-76,-5.7,863.5,30,C+,D,171,D-
1694,MC,Moelis,81,86,Finance-Invest Bnk/Bkrs,-3.8,121,2/5/2025,1,-,-,340,0.2,5094.4,87,D+,C,10,A+
1695,MCD,McDonald's,69,57,Retail-Restaurants,-,25,1/29/2025,3,1,-6,2,-0.4,213280.4,51,C,-,74,B
1696,MCHP,Microchip Technology,42,20,Elec-Semiconductor Mfg,41,28,1/30/2025,-48,-72,-68,-65,-4.4,40286.2,20,D-,B,172,D-
1697,MCK,McKesson,81,23,Medical-Whlsle Drg/Suppl,-,19,11/6/2024,6,8,-14,12,-1.3,68116.2,36,C,-,154,D+
1698,MCO,Moody's,88,72,Comml Svcs-Market Rsrch,62.4,38,2/13/2025,23,32,43,13,0.2,83750.6,87,D+,A,111,C+
1699,MCS,Marcus Corp,38,96,Leisure-Movies & Related,3.2,-,2/27/2025,11,128,-,-,-5.5,675.6,87,A+,D,35,A-
1700,MCW,Mister Car Wash,94,67,Retail/Whlsle-Automobile,12.3,23,2/20/2025,7,13,22,0,-6.9,2565,87,B+,A,57,B+
1701,MCY,Mercury General,81,92,Insurance-Prop/Cas/Titl,1.1,12,2/18/2025,44,123,-,-,3.2,3743.6,96,B,C,82,B-
1702,MD,Pediatrix Medical,64,96,Medical-Outpnt/Hm Care,11.9,12,2/13/2025,1,38,-13,-13,-3.3,1318.9,77,B+,C,117,C
1703,MDB,MongoDB,16,19,Computer Sftwr-Database,30.3,91,12/4/2024,13,-25,-12,51,-2.3,20295.5,35,C-,B,11,A+
1704,MDGL,Madrigal Pharmaceuticals,16,95,Medical-Biomed/Biotech,-124,-,2/26/2025,-,-,-,-,-0.2,7363.3,70,A-,-,34,A-
1705,MDLZ,Mondelez Intl Cl A,92,25,Food-Confectionery,15.8,19,1/29/2025,2,29,19,10,-1.8,92333.2,52,C,B,174,D-
1706,MDRX,Veradigm,53,3,Computer Sftwr-Medical,10.6,8,11/6/2024,5,-38,0,63,-31.9,1029.2,12,E,B,139,C-
1707,MDT,Medtronic,51,65,Medical-Products,13.6,17,11/19/2024,3,3,-7,0,-1.7,115013.7,69,B,B,68,B
1708,MDU,MDU Resources Group,70,89,Diversified Operations,9.4,10,11/7/2024,-4,10,21,-9,0.8,3356,67,B+,D,155,D
1709,MDXG,MiMedx Group,46,51,Medical-Products,55.6,28,3/4/2025,3,40,-11,250,0.7,1071.2,65,B,A,68,B
1710,ME,23andMe Holding,18,3,Medical-Services,-146.8,-,11/7/2024,-34,-,-,-,-28.8,120.2,1,E,E,140,C-
1711,MEDP,Medpace Holdings,99,23,Medical-Research Eqp/Svc,59.8,29,2/17/2025,8,36,42,41,-2.5,10202,61,C-,A,145,D+
1712,MEG,Montrose Environmental,72,15,Pollution Control,15.5,33,11/6/2024,9,-31,-6,8,-5.5,913.9,40,D+,B,108,C+
1713,MEI,Methode Electronics,4,7,Electronic-Parts,-1.8,-,12/5/2024,-11,-,-,-,-7.4,326.4,5,C-,E,64,B+
1714,MELI,MercadoLibre,99,85,Retail-Internet,40.3,76,11/6/2024,42,103,71,0,1.6,105957.2,98,C+,A,61,B+
1715,MEOH,Methanex,21,17,Chemicals-Specialty,7.6,22,11/6/2024,-2,3,-42,-29,-1.4,2653.7,17,C-,D,79,B
1716,MERC,Mercer International,41,12,Paper & Paper Products,-21.3,-,2/20/2025,7,-,-,-,-12.7,421.3,18,D,E,89,B-
1717,MET,MetLife,69,76,Insurance-Life,19.3,10,1/29/2025,16,-1,18,20,-0.7,54730.3,78,C-,A,115,C
1718,META,Meta Platforms,96,88,Internet-Content,29.3,27,1/29/2025,19,37,60,78,-0.3,1445092.7,97,C+,A,60,B+
1719,METC,Ramaco Resources Cl A,46,14,Energy-Coal,24.3,17,2/20/2025,-10,-,-53,-98,5.2,583.7,22,B-,B,116,C
1720,MFA,MFA Financial,39,76,Finance-Mortgage REIT,4.1,21,11/6/2024,414,-,-77,-,-2.8,1257.7,75,B,A,149,D+
1721,MFC,Manulife Financial,84,89,Insurance-Diversified,14.2,27,11/6/2024,7,10,19,19,-1.1,53853.5,86,B-,A,90,B-
1722,MFG,Mizuho Financial ADR,87,80,Banks-Money Center,7.6,1,11/14/2024,15,6,171,1,-4.2,55500.7,87,B+,B,98,C+
1723,MFIC,MidCap Financial Invt,44,23,Finance-Investment Mgmt,11.5,-,11/7/2024,1,2,-2,7,0,1238.8,45,D-,A,36,A-
1724,MGA,Magna International,32,19,Auto/Truck-Original Eqp,13.8,8,2/7/2025,-4,-12,-12,-6,-1.6,12233.2,23,B-,C,151,D+
1725,MGM,MGM Resorts Intl,35,20,Leisure-Gaming/Equip,22.4,11,2/12/2025,5,-16,46,68,-0.5,10787.1,32,D,B,126,C
1726,MGNI,Magnite,98,86,Computer Sftwr-Enterprse,10.4,21,11/7/2024,7,56,25,21,3.5,1764.3,94,C,B,33,A-
1727,MGNX,Macrogenics,8,6,Medical-Biomed/Biotech,-108.6,-,3/4/2025,965,-,-,-,-10.5,236.5,27,B+,D,34,A-
1728,MGPI,MGP Ingredients,87,4,Beverages-Alcoholic,16.4,8,2/20/2025,-24,-4,15,-23,2.5,1030.7,21,D-,C,180,D-
1729,MGRC,McGrath RentCorp,82,57,Comml Svcs-Leasing,12.9,13,2/19/2025,10,268,-26,98,0.3,2876.5,87,B+,A,42,A-
1730,MGRM,Monogram Technologies,37,19,Medical-Systems/Equip,-156.7,-,11/27/2024,-,-,-,-,100,71.6,26,D+,E,46,A-
1731,MGRX,Mangoceuticals,43,3,Medical-Generic Drugs,-1326.6,-,-,14,-,-,-,100,5.9,8,E,D,136,C-
1732,MGTX,MeiraGTx Holdings,8,82,Medical-Biomed/Biotech,-108,-,11/7/2024,-92,-,-,-,-6.1,481.4,53,A-,E,34,A-
1733,MGX,Metagenomi,13,2,Medical-Biomed/Biotech,-,-,11/27/2024,76,-,-,-,46.7,79,8,D-,-,34,A-
1734,MGY,Magnolia Oil & Gas,84,65,Oil&Gas-U S Expl&Prod,26.1,12,2/12/2025,6,-2,10,-11,-0.5,5018.2,70,D-,A,134,C-
1735,MHK,Mohawk Industries,59,82,Bldg-Constr Prds/Misc,7.5,14,2/6/2025,-2,7,9,6,1.5,8864.7,64,B,D,105,C+
1736,MHO,M/I Homes,92,87,Bldg-Resident/Comml,20.3,9,1/29/2025,9,6,24,31,4.1,4391.8,90,D+,B,45,A-
1737,MIDD,Middleby,64,38,Hsehold-Appliances/Wares,17.2,15,2/26/2025,-4,-2,-4,-14,1.1,7371.2,48,C+,B,122,C
1738,MIR,Mirion Technologies,75,95,Machinery-Gen Industrial,4.6,38,2/18/2025,8,60,25,0,5.3,3483.4,89,A,C,84,B-
1739,MIRM,Mirum Pharmaceuticals,51,87,Medical-Biomed/Biotech,-82.4,-,11/12/2024,108,-,-,-,9.5,1942.6,88,A,D,34,A-
1740,MITK,Mitek Systems,84,9,Comp Sftwr-Spec Enterprs,23.6,11,11/6/2024,4,25,-20,-55,-8.3,399.2,40,C+,B,86,B-
